index,Company,TypeName,Ram,OpSys,Weight,Price,TouchScreen,IPS,PPI,CPU_name,HDD,SSD,Gpu brand,Predicted Price
225,Acer,Notebook,8,Windows,2.200000048,531.9475,0,0,141.2119981,Intel Core i7,0,256,Nvidia,654.446874
226,Dell,Notebook,16,Windows,2.299999952,549.2166,1,0,141.2119981,Intel Core i7,1000,0,AMD,1003.513384
227,Asus,Notebook,8,Windows,2,491.6678,0,0,141.2119981,Intel Core i5,0,256,Nvidia,646.9877616
228,Asus,Notebook,8,Windows,2.690000057,569.6698,0,0,127.3356746,Intel Core i5,500,256,Nvidia,679.2721502
229,HP,Notebook,8,Windows,1.899999976,811.3478,0,0,141.2119981,Intel Core i7,1000,0,AMD,602.2749451
230,Asus,Notebook,4,Windows,2.369999886,255.0982,0,0,100.4546699,Intel Core i3,1000,0,Intel,325.8688747
231,HP,Notebook,4,Windows,2.099999905,210.9888,0,0,100.4546699,AMD Processor,500,0,AMD,326.2073536
232,Lenovo,Gaming,16,Windows,3.200000048,958.4006,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,1227.833903
233,Dell,Notebook,8,Windows,1.600000024,549.2102,0,0,157.3505121,Intel Core i5,0,256,Intel,672.0444396
234,Acer,2 in 1 Convertible,8,Windows,1.600000024,440.519,1,1,165.6321181,Intel Core i5,0,256,Intel,739.1677571
235,Dell,Notebook,16,Other,2.359999895,574.7846,0,0,141.2119981,Intel Core i7,0,256,AMD,1031.767499
236,Acer,Notebook,4,Other,2.099999905,249.3504,0,0,100.4546699,Intel Core i3,1000,0,Intel,319.9518147
237,Asus,Notebook,4,Windows,2.200000048,367.632,0,0,141.2119981,AMD Processor,1000,128,AMD,332.1023917
238,Asus,Gaming,32,Windows,4.699999809,2487.11,0,0,127.3356746,Intel Core i7,1000,512,Nvidia,1698.376003
239,Acer,Gaming,8,Windows,2.5,540.8986,0,1,141.2119981,Intel Core i5,0,256,Nvidia,721.995128
240,Lenovo,Notebook,8,Windows,2.200000048,376.583,0,0,100.4546699,Intel Core i3,0,128,Intel,400.1182018
241,Asus,Notebook,8,Windows,2.099999905,732.0672,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,641.2372712
242,Asus,Notebook,8,Other,2.690000057,568.391,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,613.551798
243,Dell,Gaming,8,Windows,2.559999943,561.9974,0,0,141.2119981,Intel Core i5,0,256,Nvidia,722.6464428
244,Lenovo,2 in 1 Convertible,8,Windows,1.379999995,689.8694,1,1,158.4825302,Intel Core i7,0,256,Intel,924.0030484
245,Dell,Notebook,8,Windows,2.200000048,629.7696,0,0,141.2119981,Intel Core i7,2000,128,AMD,639.2397992
246,HP,Notebook,8,Windows,2.039999962,357.4022,1,0,100.4546699,Intel Core i5,1000,0,Intel,388.7426756
247,Asus,Gaming,16,Windows,3.599999905,1917.441,0,0,127.3356746,Intel Core i7,0,256,Nvidia,1501.276353
248,HP,Notebook,4,Windows,1.49000001,431.568,0,1,165.6321181,Intel Core i5,500,0,Intel,607.060143
249,Apple,Ultrabook,8,Mac,1.370000005,1304.294,0,1,226.9830047,Intel Core i5,0,512,Intel,938.9940672
250,Dell,2 in 1 Convertible,8,Windows,2.079999924,523.6358,1,1,141.2119981,Intel Core i7,1000,0,Intel,718.4730918
251,Asus,Gaming,16,Windows,4.300000191,1150.209,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,1523.000457
252,Asus,Notebook,4,Windows,1.679999948,299.8598,0,0,100.4546699,AMD Processor,1000,0,AMD,367.8344516
253,Lenovo,2 in 1 Convertible,8,Windows,1.370000005,1182.177,1,1,158.4825302,Intel Core i7,0,512,Intel,933.3512211
254,Acer,Notebook,4,Windows,3,448.8307,0,1,127.3356746,Intel Core i3,0,256,Nvidia,331.7577961
255,Dell,Ultrabook,8,Windows,1.409999967,606.7526,0,0,165.6321181,Intel Core i5,0,256,Intel,899.6177304
256,HP,Notebook,8,Windows,1.909999967,285.0906,0,0,100.4546699,AMD Processor,0,128,AMD,400.2182248
257,HP,Notebook,16,Windows,2.900000095,677.0822,0,1,127.3356746,Intel Core i7,1000,0,Nvidia,1010.503879
258,MSI,Gaming,16,Windows,4.139999866,1597.761,0,0,127.3356746,Intel Core i7,1000,512,Nvidia,1522.09957
259,Lenovo,2 in 1 Convertible,8,Windows,2,1086.273,1,1,141.2119981,Intel Core i7,0,512,Nvidia,776.774394
260,Dell,Notebook,8,Windows,2.799999952,730.1491,0,0,127.3356746,Intel Core i7,1000,128,AMD,688.5515119
261,Lenovo,Notebook,4,Other,2.200000048,283.8758,0,0,141.2119981,Intel Core i3,0,256,Intel,325.7338062
262,HP,Notebook,4,Windows,2.099999905,461.6179,0,1,141.2119981,Intel Core i5,500,0,Intel,436.4020782
263,Dell,Notebook,4,Windows,2.180000067,420.0595,0,0,141.2119981,Intel Core i5,1000,0,Intel,434.0741344
264,Dell,Notebook,8,Windows,2.24000001,361.2384,0,0,141.2119981,Intel Core i5,1000,0,AMD,584.1340895
265,Dell,2 in 1 Convertible,8,Windows,2.670000076,510.8486,1,0,141.2119981,Intel Core i5,0,256,Intel,787.1118097
266,Asus,2 in 1 Convertible,8,Windows,1.100000024,958.4006,1,0,165.6321181,Intel Core i7,0,1024,Intel,933.1194512
267,Lenovo,Notebook,4,Other,2.200000048,298.5811,0,0,141.2119981,Intel Core i5,1000,0,Intel,424.1953245
268,HP,Notebook,8,Windows,2.5,650.8685,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,596.1138358
269,Lenovo,Notebook,8,Windows,2.049999952,562.6368,0,0,141.2119981,Intel Core i7,0,256,Intel,658.3747857
270,Apple,Ultrabook,8,Mac,1.370000005,1252.442,0,1,226.9830047,Intel Core i5,0,512,Intel,938.9940672
271,Asus,Gaming,16,Windows,3.200000048,990.3686,0,0,127.3356746,AMD Processor,1000,256,AMD,1227.833903
272,Dell,Notebook,8,Other,2.140000105,469.9744,0,0,141.2119981,Intel Core i7,0,256,AMD,593.4766263
273,Lenovo,2 in 1 Convertible,16,Windows,1.360000014,1597.761,1,0,209.8006829,Intel Core i7,0,512,Intel,1261.479146
274,Toshiba,Notebook,8,Windows,2.200000048,519.1603,0,0,100.4546699,Intel Core i7,500,0,Nvidia,387.8333999
275,Dell,Notebook,12,Windows,2.299999952,455.9084,0,0,100.4546699,Intel Core i7,1000,0,Intel,391.3338443
276,Dell,Notebook,8,Other,2.799999952,702.6566,0,0,127.3356746,Intel Core i7,1000,128,AMD,621.685919
277,Acer,Notebook,8,Windows,2.200000048,476.3232,0,1,141.2119981,Intel Core i7,1000,0,Nvidia,596.1422838
278,Lenovo,Notebook,4,Windows,2.799999952,312.647,0,0,106.1130621,Intel Core i3,1000,0,Intel,329.2032716
279,Lenovo,Notebook,8,Other,2.799999952,542.8166,0,0,127.3356746,Intel Core i7,2000,0,Nvidia,591.6901686
280,Lenovo,Notebook,6,Windows,2.799999952,549.2102,0,0,106.1130621,Intel Core i7,1000,128,Nvidia,346.4276113
281,Dell,Notebook,4,Other,2.25,273.6461,0,0,141.2119981,Intel Core i3,1000,0,AMD,325.7338062
282,Lenovo,Gaming,8,Windows,2.5,530.0294,0,1,141.2119981,Intel Core i5,0,256,Nvidia,722.1744585
283,Lenovo,Notebook,6,Windows,2.200000048,370.1894,0,0,141.2119981,Intel Core i5,0,256,Intel,435.773591
284,Acer,Notebook,8,Windows,3,608.0314,0,1,141.2119981,Intel Core i7,0,256,Nvidia,717.9185459
285,Acer,Notebook,12,Windows,2.150000095,421.3382,1,1,141.2119981,Intel Core i7,1000,0,Intel,601.8324492
286,Lenovo,Notebook,8,Windows,1.950000048,701.3779,0,1,141.2119981,Intel Core i7,0,256,Intel,663.0996213
287,Asus,Ultrabook,8,Windows,1.700000048,624.6547,0,0,141.2119981,Intel Core i5,0,256,Nvidia,734.3433191
288,Lenovo,Gaming,16,Windows,2.5,753.8054,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,1111.93713
289,Lenovo,Notebook,8,Other,2.200000048,421.3446,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,542.9478217
290,Acer,Notebook,2,Other,2.190000057,127.2326,0,0,100.4546699,Other Intel Processor,0,16,Intel,211.8324135
291,Asus,Gaming,8,Windows,3,758.9203,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,818.4643132
292,HP,Notebook,8,Windows,2.539999962,312.647,0,0,106.1130621,Intel Core i3,1000,0,Intel,387.7779687
293,Dell,Notebook,8,Windows,2,1169.389,0,0,141.2119981,Intel Core i7,0,256,Nvidia,659.655423
294,Lenovo,Notebook,8,Windows,2.049999952,472.487,0,0,141.2119981,Intel Core i5,0,256,Intel,645.7317171
295,Lenovo,Gaming,8,Windows,3.200000048,830.5286,0,1,141.2119981,Intel Core i7,1000,0,Nvidia,816.3148139
296,Acer,Notebook,8,Other,2.5,625.9334,0,0,141.2119981,Intel Core i7,0,256,Nvidia,593.0258907
297,Dell,Workstation,16,Windows,3.420000076,1844.464,0,0,127.3356746,Intel Core i7,0,256,Nvidia,1491.353725
298,Lenovo,Notebook,6,Windows,2.400000095,319.0406,0,0,141.2119981,AMD Processor,1000,0,AMD,332.1023917
299,Asus,Ultrabook,16,Windows,1.629999995,938.5805,0,0,141.2119981,Intel Core i7,0,512,Nvidia,1116.352803
300,Asus,Notebook,4,Windows,1.299999952,325.4342,0,0,111.9352036,Intel Core i3,0,128,Intel,440.2914498
301,Asus,Gaming,16,Windows,2.900000095,1356.722,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,1126.708244
302,Lenovo,Notebook,6,Windows,2.799999952,414.9446,0,0,106.1130621,Intel Core i5,1000,0,Nvidia,429.7514584
303,Lenovo,Notebook,8,Other,2.200000048,351.0086,0,0,100.4546699,Intel Core i5,2000,0,Nvidia,388.7426756
304,Asus,Gaming,8,Windows,2.5,808.7904,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,741.1191229
305,Lenovo,Notebook,4,Other,2.200000048,230.1632,0,0,100.4546699,Other Intel Processor,1000,0,Intel,212.6586969
306,HP,2 in 1 Convertible,16,Windows,1.279999971,1262.736,1,0,165.6321181,Intel Core i7,0,256,Intel,1208.021399
307,Toshiba,Notebook,8,Windows,2.200000048,666.8525,0,1,141.2119981,Intel Core i7,0,256,Nvidia,655.1817902
308,Lenovo,Notebook,8,Windows,2.299999952,523.6358,0,0,141.2119981,Intel Core i5,1000,128,Nvidia,627.2035515
309,HP,Notebook,4,Windows,1.860000014,299.8598,0,0,141.2119981,Intel Core i3,1000,0,Intel,331.6586879
310,Lenovo,Notebook,8,Windows,1.100000024,638.7206,0,1,165.6321181,Intel Core i5,0,256,Intel,791.620769
311,Dell,Ultrabook,16,Windows,1.210000038,1597.761,1,1,331.2642361,Intel Core i7,0,1000,Intel,1262.067618
312,MSI,Gaming,16,Windows,2.799999952,1342.017,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,1123.092686
313,Acer,Notebook,8,Windows,2.230000019,299.8598,0,0,141.2119981,AMD Processor,0,256,AMD,641.4559706
314,Asus,2 in 1 Convertible,2,Windows,1.100000024,175.824,1,0,135.0942112,Other Intel Processor,0,0,Intel,211.8324135
315,Dell,Notebook,8,Windows,2.329999924,539.6198,0,0,141.2119981,Intel Core i5,1000,128,AMD,626.8010948
316,HP,2 in 1 Convertible,16,Windows,1.289999962,1565.793,1,1,331.2642361,Intel Core i7,0,1000,Intel,1262.067618
317,Lenovo,Notebook,4,Other,1.450000048,294.0417,0,0,117.8265301,Other Intel Processor,0,0,Intel,212.6586969
318,HP,Notebook,8,Windows,1.950000048,626.5728,0,0,157.3505121,Intel Core i5,0,256,Intel,659.9840027
319,Acer,Notebook,4,Windows,1.399999976,310.0896,0,0,135.0942112,Other Intel Processor,0,0,Intel,212.6586969
320,HP,Notebook,8,Windows,1.480000019,826.0531,0,0,157.3505121,Intel Core i7,0,256,Intel,788.7614148
321,Lenovo,Notebook,4,Windows,2.789999962,376.583,0,0,106.1130621,Intel Core i5,1000,0,Nvidia,429.7514584
322,Asus,Notebook,8,Windows,2,699.4598,0,0,157.3505121,Intel Core i7,0,256,Intel,669.0160916
323,HP,Notebook,8,Windows,2.099999905,576.7027,0,1,100.4546699,Intel Core i7,1000,0,Intel,387.4212213
324,Acer,Notebook,8,Windows,2.200000048,421.3382,0,0,100.4546699,AMD Processor,0,256,AMD,404.4144537
325,Lenovo,Notebook,4,Windows,1.440000057,186.6931,0,0,111.9352036,Other Intel Processor,0,0,Intel,212.6586969
326,Acer,Notebook,6,Windows,2.230000019,351.0086,0,0,100.4546699,Intel Core i5,1000,0,Intel,428.9179109
327,Asus,Ultrabook,8,Windows,1.700000048,671.2641,0,0,141.2119981,Intel Core i7,0,256,Nvidia,771.1375135
328,HP,Ultrabook,8,Windows,1.25999999,853.5456,0,0,176.2325736,Intel Core i7,0,256,Intel,950.5357982
329,Dell,Notebook,32,Windows,2.059999943,1687.271,1,0,282.4239962,Intel Core i7,0,1000,Nvidia,1306.863034
330,MSI,Gaming,8,Windows,2.700000048,766.5926,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,828.9963555
331,Toshiba,Notebook,8,Windows,2,602.9165,0,1,141.2119981,Intel Core i5,0,256,Intel,647.2986838
332,Asus,Notebook,8,Windows,2,852.9062,0,0,157.3505121,Intel Core i7,1000,256,Intel,669.0160916
333,Lenovo,Notebook,4,Windows,1.850000024,287.0726,0,0,141.2119981,Intel Core i3,1000,0,Intel,335.5543308
334,Asus,Gaming,8,Windows,2.5,638.7206,0,0,141.2119981,Intel Core i7,0,256,Nvidia,755.3925953
335,HP,Notebook,8,Windows,1.480000019,810.7085,0,0,157.3505121,Intel Core i5,0,256,Intel,784.8152765
336,Dell,Ultrabook,8,Windows,1.899999976,670.6886,0,1,141.2119981,Intel Core i5,1000,128,Nvidia,719.8301747
337,HP,Notebook,8,Windows,1.840000033,731.4278,0,0,141.2119981,Intel Core i5,0,256,Intel,662.0583524
338,Asus,Notebook,4,Other,2,175.8176,0,0,100.4546699,Other Intel Processor,1000,0,Intel,212.6586969
339,Dell,Notebook,8,Windows,2,730.6286,0,0,141.2119981,Intel Core i5,0,256,Nvidia,646.9877616
340,Dell,Notebook,4,Other,2.200000048,175.7601,0,0,100.4546699,Other Intel Processor,500,0,Intel,212.6586969
341,Lenovo,Notebook,12,Windows,2.200000048,574.7846,0,0,141.2119981,AMD Processor,2000,0,AMD,589.6400227
342,HP,Notebook,8,Windows,2.099999905,457.7818,0,1,141.2119981,Intel Core i3,1000,0,Nvidia,585.953337
343,Lenovo,2 in 1 Convertible,16,Windows,1.399999976,1342.017,1,1,316.9650604,Intel Core i7,0,512,Intel,1261.479146
344,Dell,Ultrabook,8,Windows,1.200000048,1009.549,0,0,165.6321181,Intel Core i7,0,256,Intel,925.4959454
345,Lenovo,Gaming,16,Windows,2.400000095,721.8374,0,1,141.2119981,Intel Core i7,2000,256,Nvidia,1112.329184
346,HP,Notebook,2,Windows,1.440000057,178.3814,0,0,111.9352036,Other Intel Processor,0,0,Intel,211.8324135
347,Dell,Ultrabook,16,Windows,1.879999995,1028.065,0,0,141.2119981,Intel Core i7,0,768,Intel,1116.534712
348,Asus,2 in 1 Convertible,4,Windows,1.5,239.76,1,0,135.0942112,Other Intel Processor,0,0,Intel,212.6586969
349,Dell,Ultrabook,8,Windows,1.899999976,423.8957,0,0,141.2119981,Intel Core i5,1000,0,AMD,686.5967264
350,Dell,Notebook,16,Windows,2.059999943,1296.251,1,0,282.4239962,Intel Core i7,0,512,Nvidia,1192.061431
351,HP,Notebook,8,Windows,1.840000033,833.7254,0,0,141.2119981,Intel Core i7,0,256,Intel,674.756374
352,MSI,Gaming,8,Windows,2.700000048,900.8582,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,814.26017
353,HP,Workstation,8,Windows,2.599999905,1111.38,0,0,141.2119981,Intel Core i7,0,256,Nvidia,798.9028709
354,Toshiba,Notebook,16,Windows,2.400000095,897.0221,0,1,141.2119981,Intel Core i7,0,512,Nvidia,1051.276069
355,Dell,Notebook,8,Windows,2.019999981,620.7546,0,0,141.2119981,Intel Core i7,2000,128,AMD,643.8528187
356,Lenovo,Notebook,4,Other,2.200000048,205.8675,0,0,100.4546699,Other Intel Processor,1000,0,Intel,212.6586969
357,Dell,Gaming,8,Windows,2.650000095,638.7206,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,695.4669605
358,Dell,Notebook,8,Windows,2.359999895,356.3601,1,0,100.4546699,Intel Core i5,2000,0,Intel,388.7426756
359,Dell,Notebook,8,Windows,1.360000014,912.3667,0,0,157.3505121,Intel Core i5,0,256,Intel,790.2313517
360,HP,Notebook,4,Windows,1.860000014,280.679,0,0,100.4546699,Intel Core i3,500,0,Intel,325.7715257
361,Asus,Notebook,8,Windows,2,604.1952,0,0,157.3505121,Intel Core i5,0,256,Intel,656.1287927
362,Lenovo,Notebook,6,Windows,2.799999952,459.6998,0,0,106.1130621,Intel Core i5,1000,128,Nvidia,429.7514584
363,HP,Notebook,8,Windows,1.860000014,408.551,0,0,141.2119981,Intel Core i5,1000,0,Intel,591.4068377
364,Lenovo,Notebook,8,Other,2.200000048,319.0406,0,0,100.4546699,Intel Core i3,0,256,Nvidia,404.1660783
365,HP,Notebook,8,Windows,2.039999962,248.711,0,0,100.4546699,Other Intel Processor,2000,0,Intel,386.608337
366,Dell,Notebook,8,Windows,2.799999952,693.7056,0,0,127.3356746,Intel Core i5,1000,128,AMD,673.6161073
367,Lenovo,Gaming,8,Other,2.400000095,517.2422,0,1,141.2119981,Intel Core i5,1000,128,Nvidia,681.6546668
368,Dell,Notebook,8,Windows,2.329999924,574.7846,0,0,141.2119981,Intel Core i7,0,256,AMD,654.0269362
369,HP,Ultrabook,8,Windows,1.360000014,1118.88,0,1,157.3505121,Intel Core i7,0,256,Intel,932.6127041
370,Asus,2 in 1 Convertible,12,Windows,2.25999999,702.6566,1,0,141.2119981,Intel Core i7,2000,512,Nvidia,790.0186811
371,Acer,Notebook,4,Windows,2.099999905,272.3674,0,0,100.4546699,AMD Processor,0,128,AMD,326.2073536
372,Asus,Gaming,16,Windows,3.25,1405.953,0,1,127.3356746,AMD Processor,1000,256,AMD,1247.203534
373,Lenovo,Notebook,4,Windows,2.599999905,312.647,0,0,106.1130621,AMD Processor,0,128,AMD,329.5452139
374,Dell,2 in 1 Convertible,8,Windows,1.620000005,555.6102,1,0,165.6321181,Intel Core i7,0,256,Intel,776.2508583
375,HP,Notebook,4,Windows,1.909999967,312.6406,0,0,141.2119981,AMD Processor,0,256,AMD,332.1023917
376,Lenovo,Netbook,4,Windows,1.590000033,353.5661,0,1,135.0942112,Other Intel Processor,0,128,Intel,212.7245606
377,Dell,Notebook,4,Windows,1.799999952,197.5622,0,0,100.4546699,Other Intel Processor,500,0,Intel,212.6586969
378,Asus,Notebook,4,Windows,1.5,182.857,0,0,111.9352036,Other Intel Processor,0,0,Intel,212.6586969
379,Acer,Notebook,8,Other,2.400000095,540.8986,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,542.9478217
380,HP,Gaming,8,Windows,3.349999905,761.4778,0,1,127.3356746,Intel Core i7,1000,128,Nvidia,851.0228596
381,Lenovo,Notebook,4,Other,1.850000024,257.9818,0,0,141.2119981,Intel Core i3,0,128,Intel,329.5568181
382,Asus,Gaming,8,Windows,2.299999952,1058.141,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,741.1191229
383,Lenovo,Notebook,8,Windows,1.5,702.6566,0,1,157.3505121,Intel Core i5,0,256,Nvidia,714.0243549
384,Asus,Ultrabook,16,Windows,1.100000024,1118.177,1,0,165.6321181,Intel Core i7,0,512,Intel,1210.159419
385,Lenovo,Ultrabook,8,Windows,1.129999995,1459.02,0,1,209.8006829,Intel Core i7,0,512,Intel,955.2348232
386,Lenovo,Notebook,4,Windows,1.5,351.0086,0,1,165.6321181,Intel Core i3,0,128,Intel,441.0755533
387,Dell,Workstation,8,Windows,2.230000019,875.2838,0,0,141.2119981,Intel Core i5,500,0,AMD,689.9698735
388,Dell,Workstation,8,Windows,2,1365.034,0,1,141.2119981,Intel Core i7,0,256,Nvidia,773.1009598
389,Lenovo,2 in 1 Convertible,16,Windows,1.419999957,1604.154,1,0,209.8006829,Intel Core i7,0,512,Intel,1261.479146
390,Asus,Gaming,8,Windows,3,664.295,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,818.4643132
391,Asus,Gaming,16,Windows,3,1017.222,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,1225.817963
392,Acer,Notebook,12,Windows,2.200000048,443.7094,0,1,100.4546699,Intel Core i5,1000,0,Nvidia,392.6388662
393,MSI,Gaming,8,Windows,2.700000048,862.4966,0,0,127.3356746,Intel Core i7,0,256,Nvidia,829.9422914
394,Dell,Notebook,8,Other,2.329999924,497.9783,0,0,141.2119981,Intel Core i7,0,256,AMD,592.6453647
395,HP,Ultrabook,4,Windows,1.909999967,319.0406,0,0,141.2119981,AMD Processor,0,256,AMD,332.4507095
396,Lenovo,Notebook,8,Windows,2.099999905,786.1315,0,1,141.2119981,Intel Core i7,0,256,AMD,656.4298202
397,Lenovo,Notebook,8,Windows,1.899999976,599.7197,0,1,157.3505121,Intel Core i5,0,256,Intel,660.3618524
398,Dell,Workstation,8,Windows,1.779999971,1733.944,1,0,282.4239962,Intel Core i7,0,256,Nvidia,802.409859
399,Lenovo,Ultrabook,16,Windows,1.129999995,1678.32,0,1,209.8006829,Intel Core i7,0,1000,Intel,1262.067618
400,Lenovo,Notebook,4,Windows,2.200000048,195.6442,0,0,100.4546699,Other Intel Processor,1000,0,Intel,212.6586969
401,Asus,Gaming,16,Windows,2.900000095,977.5814,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,1126.708244
402,Lenovo,Notebook,8,Windows,2.099999905,731.7475,0,1,141.2119981,Intel Core i5,1000,256,AMD,643.8241016
403,Acer,Notebook,8,Other,2.5,561.9974,0,0,141.2119981,Intel Core i7,0,256,Nvidia,593.0258907
404,MSI,Gaming,16,Windows,2.799999952,1437.921,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,1123.092686
405,Asus,Ultrabook,8,Windows,1.100000024,1197.521,0,0,157.3505121,Intel Core i7,0,512,Intel,933.1194512
406,Toshiba,Ultrabook,16,Windows,1.200000048,1116.962,0,0,165.6321181,Intel Core i7,0,512,Intel,1210.159419
407,Dell,Ultrabook,8,Windows,1.360000014,1074.125,0,0,157.3505121,Intel Core i7,0,512,Intel,933.1194512
408,Lenovo,Notebook,4,Windows,2.200000048,261.4982,0,0,141.2119981,Intel Core i3,500,0,Intel,331.7577961
409,Lenovo,Notebook,2,Windows,1.149999976,194.6532,0,0,135.0942112,Other Intel Processor,0,0,Intel,211.8324135
410,Lenovo,Workstation,8,Windows,2.670000076,1230.768,0,0,141.2119981,Intel Core i7,0,512,Nvidia,841.4482661
411,Lenovo,Ultrabook,8,Windows,1.700000048,1242.276,0,1,209.8006829,Intel Core i7,0,512,Nvidia,805.6032572
412,HP,Notebook,4,Windows,2.099999905,299.8598,0,0,141.2119981,Intel Core i3,1000,0,AMD,331.7577961
413,Acer,2 in 1 Convertible,8,Windows,1.600000024,504.4614,1,1,165.6321181,Intel Core i7,0,256,Intel,776.2508583
414,Asus,2 in 1 Convertible,8,Windows,1.269999981,593.3261,1,1,165.6321181,Intel Core i5,0,256,Intel,904.3329217
415,Dell,Notebook,4,Other,2.299999952,382.9127,0,0,141.2119981,Intel Core i5,0,256,AMD,425.8561042
416,Dell,Notebook,4,Windows,1.649999976,440.519,0,0,117.8265301,Intel Core i3,0,128,Intel,377.3653646
417,HP,Ultrabook,8,Windows,1.429999948,959.04,0,0,157.3505121,Intel Core i7,0,256,Intel,930.4672897
418,Dell,Notebook,8,Windows,2.140000105,345.2224,0,0,100.4546699,Intel Core i5,1000,0,Intel,388.7426756
419,Lenovo,Ultrabook,8,Windows,1.75,777.0654,0,1,157.3505121,Intel Core i7,0,256,AMD,777.0355764
420,Lenovo,2 in 1 Convertible,16,Windows,2,1214.145,1,1,282.4239962,Intel Core i7,0,512,Nvidia,1261.768708
421,Chuwi,Notebook,6,Windows,1.399999976,287.0726,0,1,267.338436,Other Intel Processor,0,0,Intel,212.6586969
422,HP,Notebook,8,Windows,2.309999943,912.3667,0,0,141.2119981,Intel Core i7,0,256,Intel,654.0269362
423,Asus,Notebook,8,Other,2.299999952,381.6979,0,0,141.2119981,Intel Core i3,1000,0,Nvidia,534.0189778
424,Dell,Gaming,16,Windows,4.420000076,1789.569,0,1,169.7808994,Intel Core i7,1000,256,Nvidia,1555.512647
425,Dell,Gaming,8,Windows,2.619999886,741.0182,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,754.2201269
426,Dell,Notebook,8,Windows,2.019999981,730.4049,0,0,141.2119981,Intel Core i7,2000,256,AMD,659.232143
427,Dell,Ultrabook,8,Other,1.600000024,702.6566,0,0,157.3505121,Intel Core i7,0,256,Intel,746.4860227
428,HP,Gaming,12,Windows,3.349999905,1278.081,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,888.7626612
429,Mediacom,2 in 1 Convertible,4,Windows,1.159999967,191.1686,1,1,189.9057905,Other Intel Processor,0,32,Intel,212.7245606
430,Samsung,Netbook,4,Other,1.149999976,171.9878,0,0,135.0942112,Other Intel Processor,0,0,Intel,212.6586969
431,Lenovo,Notebook,8,Windows,1.399999976,645.7536,0,1,165.6321181,Intel Core i7,0,256,Intel,792.9535719
432,Lenovo,Notebook,4,Windows,1.700000048,382.9766,0,1,157.3505121,Intel Core i3,0,128,Intel,375.0976013
433,Lenovo,Workstation,16,Windows,2.299999952,1563.235,0,1,282.4239962,Intel Core i7,0,512,Nvidia,1262.277281
434,Lenovo,Notebook,16,Windows,2.5,1565.793,0,0,141.2119981,Intel Core i7,0,512,Nvidia,1051.276069
435,Asus,Gaming,8,Windows,3.200000048,1083.715,0,0,127.3356746,AMD Processor,1000,256,AMD,815.0811713
436,HP,Notebook,4,Windows,2.099999905,221.8579,0,0,100.4546699,Other Intel Processor,500,0,Intel,212.6586969
437,Google,Ultrabook,16,Other,1.100000024,1405.953,1,0,234.5074,Intel Core i7,0,512,Intel,1261.479146
438,Lenovo,Ultrabook,24,Windows,1.320000052,1522.956,0,0,209.8006829,Intel Core i7,0,512,Intel,1349.478334
439,Asus,Notebook,4,Other,2,357.4022,0,0,141.2119981,Intel Core i5,0,256,Intel,430.8383217
440,Lenovo,Notebook,8,Windows,2.799999952,331.8278,0,0,106.1130621,AMD Processor,1000,0,AMD,388.2888276
441,Dell,Notebook,4,Windows,2.200000048,478.8806,0,0,141.2119981,Intel Core i5,0,256,AMD,435.773591
442,Lenovo,Ultrabook,8,Windows,1.360000014,913.6454,0,1,176.2325736,Intel Core i5,0,256,Intel,934.2478295
443,Lenovo,Notebook,4,Windows,2.200000048,223.1366,0,0,141.2119981,Other Intel Processor,0,128,Intel,212.7245606
444,HP,Gaming,8,Windows,2.200000048,702.6566,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,753.7211557
445,Dell,Notebook,8,Windows,1.639999986,753.8054,0,0,157.3505121,Intel Core i5,0,256,Nvidia,672.2747879
446,Acer,Notebook,4,Other,2.400000095,282.4692,0,0,100.4546699,Intel Core i5,500,0,Intel,420.5593427
447,Dell,Workstation,8,Windows,2.230000019,1274.244,0,0,141.2119981,Other Intel Processor,1000,0,Nvidia,693.3136659
448,MSI,Gaming,8,Windows,2.200000048,657.0958,0,0,141.2119981,Intel Core i5,0,256,Nvidia,721.995128
449,Microsoft,Ultrabook,16,Windows,1.25,1655.303,1,0,200.8425599,Intel Core i7,0,512,Intel,1261.479146
