Company,TypeName,Ram,OpSys,Weight,TouchScreen,IPS,PPI,CPU_name,HDD,SSD,Gpu brand,Predicted Price
Dell,Notebook,4,Windows,2.18,0,0,141.2119981,Intel Core i5,1000,0,Intel,434.0741344
Dell,Notebook,8,Windows,2.24,0,0,141.2119981,Intel Core i5,1000,0,AMD,584.1340895
Dell,2 in 1 Convertible,8,Windows,2.67,1,0,141.2119981,Intel Core i5,0,256,Intel,787.1118097
Asus,2 in 1 Convertible,8,Windows,1.1,1,0,165.6321181,Intel Core i7,0,1024,Intel,933.1194512
Lenovo,Notebook,4,Other,2.2,0,0,141.2119981,Intel Core i5,1000,0,Intel,424.1953245
HP,Notebook,8,Windows,2.5,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,596.1138358
Lenovo,Notebook,8,Windows,2.05,0,0,141.2119981,Intel Core i7,0,256,Intel,658.3747857
Apple,Ultrabook,8,Mac,1.37,0,1,226.9830047,Intel Core i5,0,512,Intel,938.9940672
Asus,Gaming,16,Windows,3.2,0,0,127.3356746,AMD Processor,1000,256,AMD,1227.833903
Dell,Notebook,8,Other,2.14,0,0,141.2119981,Intel Core i7,0,256,AMD,593.4766263
Lenovo,2 in 1 Convertible,16,Windows,1.36,1,0,209.8006829,Intel Core i7,0,512,Intel,1261.479146
Toshiba,Notebook,8,Windows,2.2,0,0,100.4546699,Intel Core i7,500,0,Nvidia,387.8333999
Dell,Notebook,12,Windows,2.3,0,0,100.4546699,Intel Core i7,1000,0,Intel,391.3338443
Dell,Notebook,8,Other,2.8,0,0,127.3356746,Intel Core i7,1000,128,AMD,621.685919
Acer,Notebook,8,Windows,2.2,0,1,141.2119981,Intel Core i7,1000,0,Nvidia,596.1422838
Lenovo,Notebook,4,Windows,2.8,0,0,106.1130621,Intel Core i3,1000,0,Intel,329.2032716
Lenovo,Notebook,8,Other,2.8,0,0,127.3356746,Intel Core i7,2000,0,Nvidia,591.6901686
Lenovo,Notebook,6,Windows,2.8,0,0,106.1130621,Intel Core i7,1000,128,Nvidia,346.4276113
Dell,Notebook,4,Other,2.25,0,0,141.2119981,Intel Core i3,1000,0,AMD,325.7338062
Lenovo,Gaming,8,Windows,2.5,0,1,141.2119981,Intel Core i5,0,256,Nvidia,722.1744585
Lenovo,Notebook,6,Windows,2.2,0,0,141.2119981,Intel Core i5,0,256,Intel,435.773591
Acer,Notebook,8,Windows,3,0,1,141.2119981,Intel Core i7,0,256,Nvidia,717.9185459
Acer,Notebook,12,Windows,2.15,1,1,141.2119981,Intel Core i7,1000,0,Intel,601.8324492
Lenovo,Notebook,8,Windows,1.95,0,1,141.2119981,Intel Core i7,0,256,Intel,663.0996213
Asus,Ultrabook,8,Windows,1.7,0,0,141.2119981,Intel Core i5,0,256,Nvidia,734.3433191
Lenovo,Gaming,16,Windows,2.5,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,1111.93713
Lenovo,Notebook,8,Other,2.2,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,542.9478217
Acer,Notebook,2,Other,2.19,0,0,100.4546699,Other Intel Processor,0,16,Intel,211.8324135
Asus,Gaming,8,Windows,3,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,818.4643132
HP,Notebook,8,Windows,2.54,0,0,106.1130621,Intel Core i3,1000,0,Intel,387.7779687
Dell,Notebook,8,Windows,2,0,0,141.2119981,Intel Core i7,0,256,Nvidia,659.655423
Lenovo,Notebook,8,Windows,2.05,0,0,141.2119981,Intel Core i5,0,256,Intel,645.7317171
Lenovo,Gaming,8,Windows,3.2,0,1,141.2119981,Intel Core i7,1000,0,Nvidia,816.3148139
Acer,Notebook,8,Other,2.5,0,0,141.2119981,Intel Core i7,0,256,Nvidia,593.0258907
Dell,Workstation,16,Windows,3.42,0,0,127.3356746,Intel Core i7,0,256,Nvidia,1491.353725
Lenovo,Notebook,6,Windows,2.4,0,0,141.2119981,AMD Processor,1000,0,AMD,332.1023917
Asus,Ultrabook,16,Windows,1.63,0,0,141.2119981,Intel Core i7,0,512,Nvidia,1116.352803
Asus,Notebook,4,Windows,1.3,0,0,111.9352036,Intel Core i3,0,128,Intel,440.2914498
Asus,Gaming,16,Windows,2.9,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,1126.708244
Lenovo,Notebook,6,Windows,2.8,0,0,106.1130621,Intel Core i5,1000,0,Nvidia,429.7514584
Lenovo,Notebook,8,Other,2.2,0,0,100.4546699,Intel Core i5,2000,0,Nvidia,388.7426756
Asus,Gaming,8,Windows,2.5,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,741.1191229
Lenovo,Notebook,4,Other,2.2,0,0,100.4546699,Other Intel Processor,1000,0,Intel,212.6586969
HP,2 in 1 Convertible,16,Windows,1.28,1,0,165.6321181,Intel Core i7,0,256,Intel,1208.021399
Toshiba,Notebook,8,Windows,2.2,0,1,141.2119981,Intel Core i7,0,256,Nvidia,655.1817902
Lenovo,Notebook,8,Windows,2.3,0,0,141.2119981,Intel Core i5,1000,128,Nvidia,627.2035515
HP,Notebook,4,Windows,1.86,0,0,141.2119981,Intel Core i3,1000,0,Intel,331.6586879
Lenovo,Notebook,8,Windows,1.1,0,1,165.6321181,Intel Core i5,0,256,Intel,791.620769
Dell,Ultrabook,16,Windows,1.21,1,1,331.2642361,Intel Core i7,0,1000,Intel,1262.067618
MSI,Gaming,16,Windows,2.8,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,1123.092686
Acer,Notebook,8,Windows,2.23,0,0,141.2119981,AMD Processor,0,256,AMD,641.4559706
Asus,2 in 1 Convertible,2,Windows,1.1,1,0,135.0942112,Other Intel Processor,0,0,Intel,211.8324135
Dell,Notebook,8,Windows,2.33,0,0,141.2119981,Intel Core i5,1000,128,AMD,626.8010948
HP,2 in 1 Convertible,16,Windows,1.29,1,1,331.2642361,Intel Core i7,0,1000,Intel,1262.067618
Lenovo,Notebook,4,Other,1.45,0,0,117.8265301,Other Intel Processor,0,0,Intel,212.6586969
HP,Notebook,8,Windows,1.95,0,0,157.3505121,Intel Core i5,0,256,Intel,659.9840027
Acer,Notebook,4,Windows,1.4,0,0,135.0942112,Other Intel Processor,0,0,Intel,212.6586969
HP,Notebook,8,Windows,1.48,0,0,157.3505121,Intel Core i7,0,256,Intel,788.7614148
Lenovo,Notebook,4,Windows,2.79,0,0,106.1130621,Intel Core i5,1000,0,Nvidia,429.7514584
Asus,Notebook,8,Windows,2,0,0,157.3505121,Intel Core i7,0,256,Intel,669.0160916
HP,Notebook,8,Windows,2.1,0,1,100.4546699,Intel Core i7,1000,0,Intel,387.4212213
Acer,Notebook,8,Windows,2.2,0,0,100.4546699,AMD Processor,0,256,AMD,404.4144537
Lenovo,Notebook,4,Windows,1.44,0,0,111.9352036,Other Intel Processor,0,0,Intel,212.6586969
Acer,Notebook,6,Windows,2.23,0,0,100.4546699,Intel Core i5,1000,0,Intel,428.9179109
Asus,Ultrabook,8,Windows,1.7,0,0,141.2119981,Intel Core i7,0,256,Nvidia,771.1375135
HP,Ultrabook,8,Windows,1.26,0,0,176.2325736,Intel Core i7,0,256,Intel,950.5357982
Dell,Notebook,32,Windows,2.06,1,0,282.4239962,Intel Core i7,0,1000,Nvidia,1306.863034
MSI,Gaming,8,Windows,2.7,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,828.9963555
Toshiba,Notebook,8,Windows,2,0,1,141.2119981,Intel Core i5,0,256,Intel,647.2986838
Asus,Notebook,8,Windows,2,0,0,157.3505121,Intel Core i7,1000,256,Intel,669.0160916
Lenovo,Notebook,4,Windows,1.85,0,0,141.2119981,Intel Core i3,1000,0,Intel,335.5543308
Asus,Gaming,8,Windows,2.5,0,0,141.2119981,Intel Core i7,0,256,Nvidia,755.3925953
HP,Notebook,8,Windows,1.48,0,0,157.3505121,Intel Core i5,0,256,Intel,784.8152765
Dell,Ultrabook,8,Windows,1.9,0,1,141.2119981,Intel Core i5,1000,128,Nvidia,719.8301747
HP,Notebook,8,Windows,1.84,0,0,141.2119981,Intel Core i5,0,256,Intel,662.0583524
Asus,Notebook,4,Other,2,0,0,100.4546699,Other Intel Processor,1000,0,Intel,212.6586969
Dell,Notebook,8,Windows,2,0,0,141.2119981,Intel Core i5,0,256,Nvidia,646.9877616
Dell,Notebook,4,Other,2.2,0,0,100.4546699,Other Intel Processor,500,0,Intel,212.6586969
Lenovo,Notebook,12,Windows,2.2,0,0,141.2119981,AMD Processor,2000,0,AMD,589.6400227
HP,Notebook,8,Windows,2.1,0,1,141.2119981,Intel Core i3,1000,0,Nvidia,585.953337
Lenovo,2 in 1 Convertible,16,Windows,1.4,1,1,316.9650604,Intel Core i7,0,512,Intel,1261.479146
Dell,Ultrabook,8,Windows,1.2,0,0,165.6321181,Intel Core i7,0,256,Intel,925.4959454
Lenovo,Gaming,16,Windows,2.4,0,1,141.2119981,Intel Core i7,2000,256,Nvidia,1112.329184
HP,Notebook,2,Windows,1.44,0,0,111.9352036,Other Intel Processor,0,0,Intel,211.8324135
Dell,Ultrabook,16,Windows,1.88,0,0,141.2119981,Intel Core i7,0,768,Intel,1116.534712
Asus,2 in 1 Convertible,4,Windows,1.5,1,0,135.0942112,Other Intel Processor,0,0,Intel,212.6586969
Dell,Ultrabook,8,Windows,1.9,0,0,141.2119981,Intel Core i5,1000,0,AMD,686.5967264
Dell,Notebook,16,Windows,2.06,1,0,282.4239962,Intel Core i7,0,512,Nvidia,1192.061431
HP,Notebook,8,Windows,1.84,0,0,141.2119981,Intel Core i7,0,256,Intel,674.756374
MSI,Gaming,8,Windows,2.7,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,814.26017
HP,Workstation,8,Windows,2.6,0,0,141.2119981,Intel Core i7,0,256,Nvidia,798.9028709
Toshiba,Notebook,16,Windows,2.4,0,1,141.2119981,Intel Core i7,0,512,Nvidia,1051.276069
Dell,Notebook,8,Windows,2.02,0,0,141.2119981,Intel Core i7,2000,128,AMD,643.8528187
Lenovo,Notebook,4,Other,2.2,0,0,100.4546699,Other Intel Processor,1000,0,Intel,212.6586969
Dell,Gaming,8,Windows,2.65,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,695.4669605
Dell,Notebook,8,Windows,2.36,1,0,100.4546699,Intel Core i5,2000,0,Intel,388.7426756
Dell,Notebook,8,Windows,1.36,0,0,157.3505121,Intel Core i5,0,256,Intel,790.2313517
HP,Notebook,4,Windows,1.86,0,0,100.4546699,Intel Core i3,500,0,Intel,325.7715257
Asus,Notebook,8,Windows,2,0,0,157.3505121,Intel Core i5,0,256,Intel,656.1287927
Lenovo,Notebook,6,Windows,2.8,0,0,106.1130621,Intel Core i5,1000,128,Nvidia,429.7514584
HP,Notebook,8,Windows,1.86,0,0,141.2119981,Intel Core i5,1000,0,Intel,591.4068377
Lenovo,Notebook,8,Other,2.2,0,0,100.4546699,Intel Core i3,0,256,Nvidia,404.1660783
HP,Notebook,8,Windows,2.04,0,0,100.4546699,Other Intel Processor,2000,0,Intel,386.608337
Dell,Notebook,8,Windows,2.8,0,0,127.3356746,Intel Core i5,1000,128,AMD,673.6161073
Lenovo,Gaming,8,Other,2.4,0,1,141.2119981,Intel Core i5,1000,128,Nvidia,681.6546668
Dell,Notebook,8,Windows,2.33,0,0,141.2119981,Intel Core i7,0,256,AMD,654.0269362
HP,Ultrabook,8,Windows,1.36,0,1,157.3505121,Intel Core i7,0,256,Intel,932.6127041
Asus,2 in 1 Convertible,12,Windows,2.26,1,0,141.2119981,Intel Core i7,2000,512,Nvidia,790.0186811
Acer,Notebook,4,Windows,2.1,0,0,100.4546699,AMD Processor,0,128,AMD,326.2073536
Asus,Gaming,16,Windows,3.25,0,1,127.3356746,AMD Processor,1000,256,AMD,1247.203534
Lenovo,Notebook,4,Windows,2.6,0,0,106.1130621,AMD Processor,0,128,AMD,329.5452139
Dell,2 in 1 Convertible,8,Windows,1.62,1,0,165.6321181,Intel Core i7,0,256,Intel,776.2508583
HP,Notebook,4,Windows,1.91,0,0,141.2119981,AMD Processor,0,256,AMD,332.1023917
Lenovo,Netbook,4,Windows,1.59,0,1,135.0942112,Other Intel Processor,0,128,Intel,212.7245606
Dell,Notebook,4,Windows,1.8,0,0,100.4546699,Other Intel Processor,500,0,Intel,212.6586969
Asus,Notebook,4,Windows,1.5,0,0,111.9352036,Other Intel Processor,0,0,Intel,212.6586969
Acer,Notebook,8,Other,2.4,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,542.9478217
HP,Gaming,8,Windows,3.35,0,1,127.3356746,Intel Core i7,1000,128,Nvidia,851.0228596
Lenovo,Notebook,4,Other,1.85,0,0,141.2119981,Intel Core i3,0,128,Intel,329.5568181
Asus,Gaming,8,Windows,2.3,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,741.1191229
Lenovo,Notebook,8,Windows,1.5,0,1,157.3505121,Intel Core i5,0,256,Nvidia,714.0243549
Asus,Ultrabook,16,Windows,1.1,1,0,165.6321181,Intel Core i7,0,512,Intel,1210.159419
Lenovo,Ultrabook,8,Windows,1.13,0,1,209.8006829,Intel Core i7,0,512,Intel,955.2348232
Lenovo,Notebook,4,Windows,1.5,0,1,165.6321181,Intel Core i3,0,128,Intel,441.0755533
Dell,Workstation,8,Windows,2.23,0,0,141.2119981,Intel Core i5,500,0,AMD,689.9698735
Dell,Workstation,8,Windows,2,0,1,141.2119981,Intel Core i7,0,256,Nvidia,773.1009598
Lenovo,2 in 1 Convertible,16,Windows,1.42,1,0,209.8006829,Intel Core i7,0,512,Intel,1261.479146
Asus,Gaming,8,Windows,3,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,818.4643132
Asus,Gaming,16,Windows,3,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,1225.817963
Acer,Notebook,12,Windows,2.2,0,1,100.4546699,Intel Core i5,1000,0,Nvidia,392.6388662
MSI,Gaming,8,Windows,2.7,0,0,127.3356746,Intel Core i7,0,256,Nvidia,829.9422914
Dell,Notebook,8,Other,2.33,0,0,141.2119981,Intel Core i7,0,256,AMD,592.6453647
HP,Ultrabook,4,Windows,1.91,0,0,141.2119981,AMD Processor,0,256,AMD,332.4507095
Lenovo,Notebook,8,Windows,2.1,0,1,141.2119981,Intel Core i7,0,256,AMD,656.4298202
Lenovo,Notebook,8,Windows,1.9,0,1,157.3505121,Intel Core i5,0,256,Intel,660.3618524
Dell,Workstation,8,Windows,1.78,1,0,282.4239962,Intel Core i7,0,256,Nvidia,802.409859
Lenovo,Ultrabook,16,Windows,1.13,0,1,209.8006829,Intel Core i7,0,1000,Intel,1262.067618
Lenovo,Notebook,4,Windows,2.2,0,0,100.4546699,Other Intel Processor,1000,0,Intel,212.6586969
Asus,Gaming,16,Windows,2.9,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,1126.708244
Lenovo,Notebook,8,Windows,2.1,0,1,141.2119981,Intel Core i5,1000,256,AMD,643.8241016
Acer,Notebook,8,Other,2.5,0,0,141.2119981,Intel Core i7,0,256,Nvidia,593.0258907
MSI,Gaming,16,Windows,2.8,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,1123.092686
Asus,Ultrabook,8,Windows,1.1,0,0,157.3505121,Intel Core i7,0,512,Intel,933.1194512
Toshiba,Ultrabook,16,Windows,1.2,0,0,165.6321181,Intel Core i7,0,512,Intel,1210.159419
Dell,Ultrabook,8,Windows,1.36,0,0,157.3505121,Intel Core i7,0,512,Intel,933.1194512
Lenovo,Notebook,4,Windows,2.2,0,0,141.2119981,Intel Core i3,500,0,Intel,331.7577961
Lenovo,Notebook,2,Windows,1.15,0,0,135.0942112,Other Intel Processor,0,0,Intel,211.8324135
Lenovo,Workstation,8,Windows,2.67,0,0,141.2119981,Intel Core i7,0,512,Nvidia,841.4482661
Lenovo,Ultrabook,8,Windows,1.7,0,1,209.8006829,Intel Core i7,0,512,Nvidia,805.6032572
HP,Notebook,4,Windows,2.1,0,0,141.2119981,Intel Core i3,1000,0,AMD,331.7577961
Acer,2 in 1 Convertible,8,Windows,1.6,1,1,165.6321181,Intel Core i7,0,256,Intel,776.2508583
Asus,2 in 1 Convertible,8,Windows,1.27,1,1,165.6321181,Intel Core i5,0,256,Intel,904.3329217
Dell,Notebook,4,Other,2.3,0,0,141.2119981,Intel Core i5,0,256,AMD,425.8561042
Dell,Notebook,4,Windows,1.65,0,0,117.8265301,Intel Core i3,0,128,Intel,377.3653646
HP,Ultrabook,8,Windows,1.43,0,0,157.3505121,Intel Core i7,0,256,Intel,930.4672897
Dell,Notebook,8,Windows,2.14,0,0,100.4546699,Intel Core i5,1000,0,Intel,388.7426756
Lenovo,Ultrabook,8,Windows,1.75,0,1,157.3505121,Intel Core i7,0,256,AMD,777.0355764
Lenovo,2 in 1 Convertible,16,Windows,2,1,1,282.4239962,Intel Core i7,0,512,Nvidia,1261.768708
Chuwi,Notebook,6,Windows,1.4,0,1,267.338436,Other Intel Processor,0,0,Intel,212.6586969
HP,Notebook,8,Windows,2.31,0,0,141.2119981,Intel Core i7,0,256,Intel,654.0269362
Asus,Notebook,8,Other,2.3,0,0,141.2119981,Intel Core i3,1000,0,Nvidia,534.0189778
Dell,Gaming,16,Windows,4.42,0,1,169.7808994,Intel Core i7,1000,256,Nvidia,1555.512647
Dell,Gaming,8,Windows,2.62,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,754.2201269
Dell,Notebook,8,Windows,2.02,0,0,141.2119981,Intel Core i7,2000,256,AMD,659.232143
Dell,Ultrabook,8,Other,1.6,0,0,157.3505121,Intel Core i7,0,256,Intel,746.4860227
HP,Gaming,12,Windows,3.35,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,888.7626612
Mediacom,2 in 1 Convertible,4,Windows,1.16,1,1,189.9057905,Other Intel Processor,0,32,Intel,212.7245606
Samsung,Netbook,4,Other,1.15,0,0,135.0942112,Other Intel Processor,0,0,Intel,212.6586969
Lenovo,Notebook,8,Windows,1.4,0,1,165.6321181,Intel Core i7,0,256,Intel,792.9535719
Lenovo,Notebook,4,Windows,1.7,0,1,157.3505121,Intel Core i3,0,128,Intel,375.0976013
Lenovo,Workstation,16,Windows,2.3,0,1,282.4239962,Intel Core i7,0,512,Nvidia,1262.277281
Lenovo,Notebook,16,Windows,2.5,0,0,141.2119981,Intel Core i7,0,512,Nvidia,1051.276069
Asus,Gaming,8,Windows,3.2,0,0,127.3356746,AMD Processor,1000,256,AMD,815.0811713
HP,Notebook,4,Windows,2.1,0,0,100.4546699,Other Intel Processor,500,0,Intel,212.6586969
Google,Ultrabook,16,Other,1.1,1,0,234.5074,Intel Core i7,0,512,Intel,1261.479146
Lenovo,Ultrabook,24,Windows,1.32,0,0,209.8006829,Intel Core i7,0,512,Intel,1349.478334
Asus,Notebook,4,Other,2,0,0,141.2119981,Intel Core i5,0,256,Intel,430.8383217
Lenovo,Notebook,8,Windows,2.8,0,0,106.1130621,AMD Processor,1000,0,AMD,388.2888276
Dell,Notebook,4,Windows,2.2,0,0,141.2119981,Intel Core i5,0,256,AMD,435.773591
Lenovo,Ultrabook,8,Windows,1.36,0,1,176.2325736,Intel Core i5,0,256,Intel,934.2478295
Lenovo,Notebook,4,Windows,2.2,0,0,141.2119981,Other Intel Processor,0,128,Intel,212.7245606
HP,Gaming,8,Windows,2.2,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,753.7211557
Dell,Notebook,8,Windows,1.64,0,0,157.3505121,Intel Core i5,0,256,Nvidia,672.2747879
Acer,Notebook,4,Other,2.4,0,0,100.4546699,Intel Core i5,500,0,Intel,420.5593427
Dell,Workstation,8,Windows,2.23,0,0,141.2119981,Other Intel Processor,1000,0,Nvidia,693.3136659
MSI,Gaming,8,Windows,2.2,0,0,141.2119981,Intel Core i5,0,256,Nvidia,721.995128
Microsoft,Ultrabook,16,Windows,1.25,1,0,200.8425599,Intel Core i7,0,512,Intel,1261.479146
HP,Notebook,8,Windows,1.91,0,0,100.4546699,Intel Core i5,0,128,Intel,402.4276991
Dell,Workstation,16,Windows,2.17,0,1,141.2119981,Intel Core i7,0,256,Nvidia,1112.87927
HP,Workstation,8,Windows,2.31,0,1,141.2119981,Intel Core i7,0,512,Intel,791.3391291
Lenovo,Notebook,8,Windows,1.65,0,0,157.3505121,Intel Core i5,0,256,Intel,671.8434105
Dell,Notebook,8,Windows,2.36,0,0,141.2119981,Intel Core i7,1000,128,AMD,639.2397992
Dell,2 in 1 Convertible,4,Windows,1.47,1,0,135.0942112,Other Intel Processor,500,0,Intel,212.6586969
Dell,Notebook,8,Windows,4.42,0,1,127.3356746,Intel Core i7,1000,0,Nvidia,670.3348664
Microsoft,Ultrabook,4,Windows,1.252,1,0,200.8425599,Other Intel Processor,0,128,Intel,212.7245606
Microsoft,Ultrabook,8,Windows,1.25,1,0,200.8425599,Intel Core i7,0,256,Intel,948.2085423
HP,Notebook,8,Windows,2.5,0,0,106.1130621,Intel Core i3,0,256,Intel,405.827274
Acer,Notebook,4,Windows,2.23,0,0,141.2119981,Intel Core i3,1000,0,Nvidia,331.7577961
Acer,Netbook,4,Windows,1.4,0,0,135.0942112,Other Intel Processor,0,128,Intel,212.7245606
Asus,Notebook,8,Windows,2.37,0,0,141.2119981,Intel Core i5,1000,0,Intel,584.1340895
Lenovo,Notebook,8,Other,1.5,0,1,157.3505121,Intel Core i7,0,512,AMD,671.0641817
Lenovo,Notebook,8,Windows,2.67,0,0,141.2119981,Intel Core i7,0,256,Nvidia,693.5934557
Asus,Notebook,4,Windows,2,0,0,100.4546699,Other Intel Processor,500,0,Intel,212.6586969
Acer,Notebook,4,Windows,2.2,0,0,100.4546699,Intel Core i3,500,0,Nvidia,325.8688747
Dell,Notebook,8,Windows,2.02,0,0,141.2119981,Intel Core i5,2000,0,AMD,587.9456404
HP,Gaming,12,Windows,3.78,0,1,127.3356746,Intel Core i7,1000,0,Nvidia,863.7655732
Lenovo,Ultrabook,12,Windows,1.4,0,1,209.8006829,Intel Core i7,0,256,Intel,959.9470413
HP,2 in 1 Convertible,8,Windows,1.29,1,1,331.2642361,Intel Core i7,0,512,Intel,957.1899273
HP,Notebook,8,Windows,1.9,0,0,141.2119981,Intel Core i5,500,0,AMD,591.1777748
Google,Ultrabook,8,Other,1.1,1,0,234.5074,Intel Core i5,0,128,Intel,912.8723657
Dell,Ultrabook,8,Windows,1.42,1,0,165.6321181,Intel Core i5,0,256,Intel,899.6177304
Asus,Notebook,12,Windows,2.06,0,1,282.4239962,Intel Core i7,1000,128,Intel,666.5780813
Dell,Notebook,8,Windows,1.79,0,0,111.9352036,Intel Core i3,0,128,Intel,452.934442
Dell,Workstation,8,Windows,1.78,0,0,141.2119981,Intel Core i7,0,256,Nvidia,774.6670204
Lenovo,Notebook,8,Windows,1.7,0,0,157.3505121,Intel Core i5,0,180,Intel,665.4991117
Dell,Notebook,8,Windows,2.2,0,0,141.2119981,Intel Core i5,1000,0,AMD,584.1340895
Toshiba,Notebook,8,Windows,1.05,0,1,165.6321181,Intel Core i5,0,256,Intel,791.620769
Dell,Notebook,8,Windows,2.16,0,1,141.2119981,Intel Core i7,0,512,Nvidia,659.2912983
Dell,Notebook,4,Windows,2.18,0,0,100.4546699,Intel Core i3,1000,0,Intel,325.8688747
HP,Notebook,4,Windows,1.49,0,1,165.6321181,Intel Core i5,0,128,Intel,607.4039132
Chuwi,Notebook,4,Windows,1.89,0,0,141.2119981,Other Intel Processor,0,0,Intel,212.6586969
Lenovo,Notebook,4,Windows,2.3,0,0,100.4546699,Intel Core i3,0,128,Intel,325.8688747
Lenovo,Notebook,8,Windows,1.75,0,1,157.3505121,Intel Core i5,0,256,Intel,671.8519179
Dell,Workstation,16,Windows,2.17,0,1,141.2119981,Intel Core i7,0,512,Nvidia,1115.397339
Dell,Notebook,16,Windows,2.06,0,0,141.2119981,Intel Core i7,0,512,Nvidia,1051.490105
Lenovo,Ultrabook,16,Windows,1.36,0,1,176.2325736,Intel Core i7,0,512,Intel,1223.883088
Asus,Ultrabook,16,Windows,0.91,0,0,176.2325736,Intel Core i7,0,512,Intel,1223.883088
Lenovo,Notebook,8,Windows,2.3,0,1,141.2119981,Intel Core i5,0,256,Nvidia,642.6000381
Toshiba,Ultrabook,32,Windows,1.05,1,0,165.6321181,Intel Core i7,0,512,Intel,1334.690298
Asus,Gaming,8,Windows,1.99,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,741.5148965
Acer,Notebook,8,Windows,2.2,0,0,100.4546699,AMD Processor,1000,0,AMD,386.608337
Asus,Gaming,24,Windows,4.33,1,1,127.3356746,Intel Core i7,1000,256,Nvidia,1631.347791
Lenovo,Ultrabook,8,Windows,1.3,0,1,125.367428,Intel Core i5,0,180,Intel,880.1941659
Lenovo,Notebook,8,Windows,2.17,0,0,141.2119981,Intel Core i7,0,256,Intel,654.3515454
HP,Notebook,8,Windows,1.48,0,0,157.3505121,Intel Core i7,0,1000,Intel,792.1804323
Lenovo,Notebook,8,Windows,1.4,0,1,165.6321181,Intel Core i3,0,256,Intel,789.1199777
Lenovo,Notebook,8,Windows,2.3,0,1,141.2119981,Intel Core i5,0,256,Intel,642.1877019
Asus,Netbook,4,Windows,1.2,0,0,135.0942112,Other Intel Processor,0,0,Intel,212.6586969
HP,Notebook,8,Windows,1.91,0,0,100.4546699,Intel Core i5,0,256,AMD,407.0485112
Lenovo,2 in 1 Convertible,8,Windows,1.4,1,1,158.4825302,Intel Core i5,0,256,Intel,900.1368673
Lenovo,Notebook,4,Windows,2.1,0,0,111.9352036,Other Intel Processor,500,0,Intel,212.6586969
Lenovo,Netbook,4,Other,1.25,0,0,135.0942112,Other Intel Processor,0,16,Intel,212.6586969
Lenovo,Notebook,8,Windows,1.44,0,0,165.6321181,Intel Core i5,0,256,Intel,786.1852156
Asus,Notebook,8,Windows,2,0,0,141.2119981,Intel Core i7,1000,256,Intel,659.232143
Acer,Notebook,4,Windows,2.2,0,1,141.2119981,Intel Core i5,1000,0,Nvidia,434.0741344
HP,Ultrabook,8,Windows,1.34,0,1,165.6321181,Intel Core i7,0,512,Intel,940.1459211
Lenovo,Gaming,8,Other,2.4,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,723.5547836
Dell,Ultrabook,8,Windows,1.29,1,1,165.6321181,Intel Core i5,0,128,Intel,888.3312055
Acer,Notebook,4,Windows,2.2,0,0,141.2119981,Intel Core i7,500,0,Nvidia,348.9314876
Dell,Notebook,8,Windows,2.18,0,0,141.2119981,Intel Core i5,1000,0,Intel,584.1340895
Dell,Notebook,16,Windows,2.2,0,0,141.2119981,Intel Core i7,2000,256,AMD,1045.117544
Xiaomi,Notebook,16,Other,1.95,0,1,141.2119981,Intel Core i7,0,256,Nvidia,1031.977564
Asus,Netbook,2,Windows,1.1,0,0,135.0942112,Other Intel Processor,0,0,Intel,211.8324135
HP,Notebook,4,Windows,2.04,1,0,100.4546699,Intel Core i5,1000,0,Intel,433.1901208
Asus,Gaming,24,Windows,2.24,0,0,141.2119981,Intel Core i7,0,512,Nvidia,1202.774965
HP,Notebook,8,Windows,2.04,0,0,141.2119981,Intel Core i5,0,256,Nvidia,646.8292723
Asus,Gaming,16,Windows,3,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,1225.817963
Lenovo,Gaming,8,Windows,3.2,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,849.2350377
HP,Ultrabook,8,Windows,1.32,0,1,165.6321181,Intel Core i7,0,256,Intel,932.6127041
Dell,Notebook,8,Windows,1.64,0,0,157.3505121,Intel Core i5,0,256,Intel,671.8434105
HP,Notebook,4,Windows,1.63,0,0,100.4546699,Intel Core i3,0,128,Intel,386.4947411
Dell,Notebook,8,Other,2.8,0,1,127.3356746,Intel Core i5,1000,128,AMD,610.5330701
